id,name,type,type_code,address,location,tel,business_area,poi_type,province,city,district
B000A28DD9,北京市规划展览馆,科教文化服务;展览馆;展览馆,140200,前门东大街20号(近天安门广场),"116.401388,39.899814",010-67017074,[],weigh3_科教文化服务,北京市,北京市,东城区
B000A84MRF,中国铁道博物馆正阳门馆,科教文化服务;博物馆;博物馆,140100,前门大街甲2号(前门地铁站E2北口旁),"116.400346,39.899798",010-67051638;010-65253176,[],weigh3_科教文化服务,北京市,北京市,东城区
B000A40BBD,中国社会科学院(贡院西街),科教文化服务;科研机构;科研机构,141300,建国门内大街5号(建国门地铁站A西北口步行140米),"116.432397,39.909751",010-85195999,建国门,weigh3_科教文化服务,北京市,北京市,东城区
B000A7JCVO,中国医学科学院北京协和医学院(研究生院),科教文化服务;学校;高等院校,141201,东单三条9号,"116.416286,39.911057",[],王府井,weigh3_科教文化服务,北京市,北京市,东城区
B000A8UMB4,中国钱币博物馆,科教文化服务;博物馆;博物馆,140100,西交民巷17号,"116.394930,39.902127",010-66081385,大栅栏,weigh3_科教文化服务,北京市,北京市,西城区
B000A71B1A,北京市第二中学,科教文化服务;学校;中学,141202,内务部街15号,"116.423720,39.919672",010-65252231;010-65256631,东四,weigh3_科教文化服务,北京市,北京市,东城区
B0FFF3T3SC,史家胡同博物馆,科教文化服务;博物馆;博物馆,140100,朝阳门街道东四南大街史家胡同24号,"116.422412,39.918163",010-85175790,东四,weigh3_科教文化服务,北京市,北京市,东城区
B000A80RN3,北京国际饭店会议中心,科教文化服务;会展中心;会展中心,140300,建国门内大街9号,"116.42933,39.909847",010-65126688,建国门,weigh3_科教文化服务,北京市,北京市,东城区
B000AA0I2I,北京饭店国际会展中心,科教文化服务;会展中心;会展中心,140300,王府井大街256号王府井步行街,"116.409686,39.909558",[],王府井,weigh3_科教文化服务,北京市,北京市,东城区
B0HD9U1XM4,南池子美术馆,科教文化服务;美术馆;美术馆,140400,南池子大街普渡寺西巷21号,"116.403429,39.913840",010-65281891,王府井,weigh3_科教文化服务,北京市,北京市,东城区
B000A3E189,北京警察博物馆,科教文化服务;博物馆;博物馆,140100,东交民巷36号,"116.404998,39.901997",010-85225001;010-85225018,[],weigh3_科教文化服务,北京市,北京市,东城区
B000A7ZGI9,北京师范大学附属中学,科教文化服务;学校;中学,141202,大栅栏街道南新华街18号,"116.385451,39.897698",010-63030007,大栅栏,weigh3_科教文化服务,北京市,北京市,西城区
B0FFHGOIBR,泰安里文化艺术中心,购物服务;特色商业街;特色商业街|科教文化服务;文化宫;文化宫,061000|140800,仁寿路8-16(双号),"116.393471,39.887555",[],珠市口,weigh3_科教文化服务,北京市,北京市,西城区
B000A69F6A,北京景山学校(南校区),科教文化服务;学校;中学,141202,东华门街道灯市口大街53号,"116.414627,39.919734",010-65223416;010-65250718,东四,weigh3_科教文化服务,北京市,北京市,东城区
B000A85E86,中国妇女儿童博物馆,科教文化服务;博物馆;博物馆,140100,北极阁路9号,"116.423493,39.910429",010-65126655;010-65269678,东单,weigh3_科教文化服务,北京市,北京市,东城区
B0FFHGWESM,史家小学(高年级部),科教文化服务;学校;小学,141203,朝阳门北小街南弓匠营胡同2号,"116.428541,39.926230",010-64065588,东四,weigh3_科教文化服务,北京市,北京市,东城区
B000A8W89F,一得阁,科教文化服务;美术馆;美术馆|科教文化服务;培训机构;培训机构|购物服务;文化用品店;文化用品店|科教文化服务;展览馆;展览馆,140400|141400|060800|140200,南新华街25号(和平门地铁站D2西南口步行470米),"116.384129,39.895950",010-63011262;010-63032145;15624568779,宣武门,weigh3_科教文化服务,北京市,北京市,西城区
B000A7CRXO,北京市第一六六中学,科教文化服务;学校;中学,141202,灯市口同福夹道3号(灯市口地铁站A西北口步行420米),"116.415367,39.920508",010-65234019;010-65255651,王府井,weigh3_科教文化服务,北京市,北京市,东城区
B0I0DUSIQN,学而思素养(张自忠路校区),科教文化服务;培训机构;培训机构,141400,东四北大街210号(张自忠路地铁站C出口旁边D出口正对面),"116.417563,39.933067",13260110337,东四,weigh3_科教文化服务,北京市,北京市,东城区
B0FFJONA76,东四胡同博物馆,科教文化服务;博物馆;博物馆,140100,东四四条77号,"116.420304,39.927390",010-64027581,东四,weigh3_科教文化服务,北京市,北京市,东城区
B000A87GX2,台湾会馆,科教文化服务;展览馆;展览馆,140200,前门东路大江胡同114号,"116.400604,39.894597",[],珠市口,weigh3_科教文化服务,北京市,北京市,东城区
B0FFGAPKVC,北京市第四中学(初中部),科教文化服务;学校;中学,141202,地安门西大街28号北京四中初中部附近,"116.385740,39.932237",010-66539695,北海,weigh3_科教文化服务,北京市,北京市,西城区
B0FFHC57WX,北京劝业场,科教文化服务;展览馆;展览馆,140200,廊房头条17号,"116.396307,39.897929",010-63018199,大栅栏,weigh3_科教文化服务,北京市,北京市,西城区
B000A7HBUK,北京市第三十一中学,科教文化服务;学校;中学,141202,西绒线胡同33号,"116.379698,39.904690",010-66011125;010-66055746,西单,weigh3_科教文化服务,北京市,北京市,西城区
B000A7HBTI,北京市第六十五中学,科教文化服务;学校;中学,141202,北河沿大街115号,"116.405491,39.920892",010-65251260,沙滩,weigh3_科教文化服务,北京市,北京市,东城区
B000A7DIYC,北京市第二十五中学,科教文化服务;学校;中学,141202,灯市口大街55号(近景山学校),"116.413016,39.919578",010-65236510;010-65257525,王府井,weigh3_科教文化服务,北京市,北京市,东城区
B0FFGH18Q7,中国法院博物馆,科教文化服务;博物馆;博物馆,140100,正义路4号,"116.407273,39.902763",010-67557825;010-67557843,[],weigh3_科教文化服务,北京市,北京市,东城区
B000A7OTKY,北京市第二中学(分校),科教文化服务;学校;中学,141202,朝阳门内南竹杆胡同81号,"116.428940,39.922377",010-65268716,朝阳门,weigh3_科教文化服务,北京市,北京市,东城区
B000A812FP,中国邮政邮票博物馆,科教文化服务;博物馆;博物馆,140100,贡院西街6号贡院六号D座,"116.431111,39.910810",010-65213894;010-65213816,朝阳门,weigh3_科教文化服务,北京市,北京市,东城区
B0FFHID5RP,前门小学,科教文化服务;学校;小学,141203,崇文门西河沿甲211号,"116.407661,39.899902",010-67016684,[],weigh3_科教文化服务,北京市,北京市,东城区
B000A7BEGL,北京市第十一中学(金鱼池校区),科教文化服务;学校;中学,141202,金鱼池西街1号(桥湾地铁站D西南口步行470米),"116.404570,39.890151",010-67023669;010-67025095,珠市口,weigh3_科教文化服务,北京市,北京市,东城区
B000A7BZQ7,北京市鲁迅中学,科教文化服务;学校;中学,141202,新文化街45号(西单地铁站J2西南口步行300米),"116.370909,39.904675",010-66035483,西单,weigh3_科教文化服务,北京市,北京市,西城区
B000A8ZO0H,科学出版社,科教文化服务;传媒机构;出版社,141105,东黄城根北街16号(南锣鼓巷地铁站F东北口步行430米),"116.406941,39.930353",010-64010628;010-64012994,沙滩,weigh3_科教文化服务,北京市,北京市,东城区
B0I1L5J2BT,北京悬空玻璃艺术馆,科教文化服务;美术馆;美术馆|风景名胜;风景名胜相关;旅游景点,140400|110000,王府井大街88号北京王府井银泰in88购物中心2F层,"116.412267,39.915886",15201036520,东四,weigh3_科教文化服务,北京市,北京市,东城区
B000A7X5JW,史家小学低年级部,科教文化服务;学校;小学,141203,史家胡同59号(灯市口地铁站A西北口步行190米),"116.418458,39.918722",010-65255588,东四,weigh3_科教文化服务,北京市,北京市,东城区
B000A804CA,北京第一六五中学,科教文化服务;学校;中学,141202,东四北大街育群胡同45号,"116.411533,39.929329",010-64043902,东四,weigh3_科教文化服务,北京市,北京市,东城区
B000A7BNCY,北京市前门外国语学校,科教文化服务;学校;中学,141202,前门东大街14号楼后(前门地铁站G东南口步行390米),"116.403378,39.899751",010-67023169,[],weigh3_科教文化服务,北京市,北京市,东城区
B000A7FYC8,东华门幼儿园,科教文化服务;学校;幼儿园,141204,东华门北河沿大街149号,"116.406109,39.917002",010-65236194;010-65254467,[],weigh3_科教文化服务,北京市,北京市,东城区
B000AA0J4S,中央文史研究馆,科教文化服务;科研机构;科研机构,141300,前门东大街11号(前门地铁站E2北口步行380米),"116.402826,39.901483",[],[],weigh3_科教文化服务,北京市,北京市,东城区
B000A6C7CF,人民文学出版社,科教文化服务;传媒机构;出版社,141105,朝阳门内大街166号,"116.425503,39.923898",010-65138394;010-65241362,东四,weigh3_科教文化服务,北京市,北京市,东城区
B000A7VLXG,北京市北海幼儿园(地安门西大街),科教文化服务;学校;幼儿园,141204,地安门西大街22号(北海北地铁站B东北口步行420米),"116.392684,39.933203",010-64032248;010-64070491,北海,weigh3_科教文化服务,北京市,北京市,西城区
B000A8445M,北京市第四十三中学,科教文化服务;学校;中学,141202,后孙公园胡同37号,"116.382006,39.894075",010-63027163;010-63033002,宣武门,weigh3_科教文化服务,北京市,北京市,西城区
B000A7YQTT,灯市口小学,科教文化服务;学校;小学,141203,灯市口北巷14号,"116.414296,39.920719",010-65250582,东四,weigh3_科教文化服务,北京市,北京市,东城区
B0J3SLDI9E,学而思(东四南大街校区),科教文化服务;培训机构;培训机构,141400,东四南大街8号3层(东来顺楼上),"116.418007,39.923815",13260110337,东四,weigh3_科教文化服务,北京市,北京市,东城区
B0FFFWEOTO,北京建国国际会议中心,科教文化服务;会展中心;会展中心,140300,东城建国国际会议中心,"116.429362,39.909467",[],建国门,weigh3_科教文化服务,北京市,北京市,东城区
B000A59735,中国社会科学院法学研究所,科教文化服务;科研机构;科研机构,141300,沙滩北街15号,"116.403248,39.926185",[],沙滩,weigh3_科教文化服务,北京市,北京市,东城区
B0FFFDOT5A,珍宝馆1,科教文化服务;博物馆;博物馆,140100,景山前街4号故宫博物院宁寿宫珍宝馆内,"116.400847,39.919669",[],[],weigh3_科教文化服务,北京市,北京市,东城区
B000A10371,北京市第二十七中学,科教文化服务;学校;中学,141202,东华门大街智德前巷11号1,"116.405003,39.916348",010-65251352;010-65252526;010-65255586,[],weigh3_科教文化服务,北京市,北京市,东城区
B000A7ZJD4,北京市第二十四中学,科教文化服务;学校;中学,141202,外交部街31号,"116.423468,39.913463",010-65254402,东单,weigh3_科教文化服务,北京市,北京市,东城区
B0FFF5UXJD,中国医学科学院北京协和医学院研究生院医学院,科教文化服务;学校;高等院校,141201,东单三条9号(王府井地铁站E3东北口步行350米),"116.414752,39.911186",010-65105114,东单,weigh3_科教文化服务,北京市,北京市,东城区
B000A8WAWJ,北京市东城区崇文少年宫,科教文化服务;文化宫;文化宫,140800,国瑞北路15号(崇文门地铁站G东南口步行390米),"116.422928,39.899755",010-67182524;010-67193980,花市,weigh3_科教文化服务,北京市,北京市,东城区
B000A7HBYP,北京第一实验小学和平门校区,科教文化服务;学校;小学,141203,椿树街道南新华街17号(和平门地铁站D2西南口步行340米),"116.383048,39.896989",[],宣武门,weigh3_科教文化服务,北京市,北京市,西城区
B000A7BGG0,北京汇文实验中学,科教文化服务;学校;中学,141202,崇文门内大街后沟胡同乙2号,"116.420466,39.902315",010-65243696,[],weigh3_科教文化服务,北京市,北京市,东城区
B000A72BB8,北京市第九十六中学,科教文化服务;学校;中学,141202,崇文门西小街3号(崇文门地铁站D西南口步行290米),"116.415394,39.899949",[],[],weigh3_科教文化服务,北京市,北京市,东城区
B000A81FIO,北京教育学院黄化门校区,科教文化服务;学校;高等院校,141201,黄化门街5-1,"116.400745,39.930815",010-64013975;010-64031678,沙滩,weigh3_科教文化服务,北京市,北京市,东城区
B000A7C49B,北京市第十一中学(东校区),科教文化服务;学校;中学,141202,东晓市街101号,"116.415906,39.891069",010-67016089,[],weigh3_科教文化服务,北京市,北京市,东城区
B0FFG4H4TQ,北京轻工技师学院(天桥校区),科教文化服务;学校;高等院校,141201,东经路5号,"116.392680,39.882434",[],天桥,weigh3_科教文化服务,北京市,北京市,西城区
B000A75B49,北京市考古研究院,科教文化服务;科研机构;科研机构,141300,地安门西大街26号(北海北地铁站B东北口步行310米),"116.388314,39.932812",010-66175751,北海,weigh3_科教文化服务,北京市,北京市,西城区
B0I6L71NC1,国家林业和草原局产业发展规划院,科教文化服务;科研机构;科研机构|政府机构及社会团体;政府及社会团体相关;政府及社会团体相关,141300|130000,朝阳门内大街130号(朝阳门地铁站H西南口步行310米),"116.427961,39.923801",[],东四,weigh3_科教文化服务,北京市,北京市,东城区
B000A67463,北京市自忠小学,科教文化服务;学校;小学,141203,西长安街街道府右街丙27号,"116.381296,39.917192",010-66016459;010-66030179,[],weigh3_科教文化服务,北京市,北京市,西城区
B0FFIR5H05,北京天桥印象博物馆,科教文化服务;博物馆;博物馆,140100,北纬路和天桥南大街交汇处市民广场地下展示空间,"116.397470,39.883062",4009686155,天桥,weigh3_科教文化服务,北京市,北京市,西城区
B0J29R0YVW,隆福美术馆,科教文化服务;美术馆;美术馆,140400,隆福寺街95号钱粮胡同38号15号楼,"116.413581,39.926888",[],东四,weigh3_科教文化服务,北京市,北京市,东城区
B000A7HD2V,东城区回民小学,科教文化服务;学校;小学,141203,朝阳门内大街124号(朝阳门地铁站H西南口步行190米),"116.429251,39.923850",010-65254529,朝阳门,weigh3_科教文化服务,北京市,北京市,东城区
B0FFFLJLZF,93号院博物馆,科教文化服务;博物馆;博物馆,140100,铁树斜街93号院,"116.387659,39.892895",010-83197501,大栅栏,weigh3_科教文化服务,北京市,北京市,西城区
B0JRBR86XN,321空间,科教文化服务;展览馆;展览馆,140200,三井胡同21号,"116.391018,39.897678",18612082117,大栅栏,weigh3_科教文化服务,北京市,北京市,西城区
B000A5FCA3,北京市第一幼儿园,科教文化服务;学校;幼儿园,141204,汪芝麻胡同19号,"116.415205,39.932614",010-64041825;010-64049426,东四,weigh3_科教文化服务,北京市,北京市,东城区
B000A81FPG,府学胡同小学美术馆后街校区,科教文化服务;学校;小学,141203,美术馆后街57号,"116.408051,39.929620",010-64043310,沙滩,weigh3_科教文化服务,北京市,北京市,东城区
B000A7BF01,顺城街第一小学,科教文化服务;学校;小学,141203,前门西大街135号(宣武门地铁站B东北口步行130米),"116.377597,39.900574",010-66015829;010-66016151,宣武门,weigh3_科教文化服务,北京市,北京市,西城区
B000A80HXQ,冶金工业信息标准研究院,科教文化服务;科研机构;科研机构,141300,灯市口大街74号(灯市口地铁站A西北口步行470米),"116.414239,39.918147",[],王府井,weigh3_科教文化服务,北京市,北京市,东城区
B0JDP5M5DW,北京金石博物馆(庆云寺),科教文化服务;博物馆;博物馆,140100,景山后街10号,"116.393555,39.928786",15210073590,北海,weigh3_科教文化服务,北京市,北京市,西城区
B000A7CF2O,北京市第一六六中学(初中部),科教文化服务;学校;中学,141202,东四六条甲44号院,"116.421209,39.929387",010-64042204,东四,weigh3_科教文化服务,北京市,北京市,东城区
B000A3A276,中国国际问题研究院,科教文化服务;科研机构;科研机构,141300,台基厂头条3号(王府井地铁站C3西南口步行470米),"116.413298,39.906604",010-85119606,[],weigh3_科教文化服务,北京市,北京市,东城区
B000A8UV2F,北京市西城区什刹海小学,科教文化服务;学校;小学,141203,恭俭胡同41号,"116.393433,39.929393",010-64042613,北海,weigh3_科教文化服务,北京市,北京市,西城区
B000A15B37,北京市第一六六中学附属校尉胡同小学,科教文化服务;学校;小学,141203,校尉胡同8号校尉5年级(金鱼胡同地铁站B东口步行300米),"116.414481,39.914800",010-65252652,东单,weigh3_科教文化服务,北京市,北京市,东城区
B000A7C94S,北京市西城区西什库小学,科教文化服务;学校;小学,141203,西城西什库大街刘兰塑胡同14号,"116.381310,39.924113",010-66177182,北海,weigh3_科教文化服务,北京市,北京市,西城区
B000A71341,北京市眼科研究所,科教文化服务;科研机构;科研机构,141300,后沟胡同17号(崇文门地铁站F东北口步行130米),"116.419672,39.902462",010-65226496,[],weigh3_科教文化服务,北京市,北京市,东城区
B000A8W7XV,北京市民政教育管理学院,科教文化服务;学校;高等院校,141201,东四西大街36号院(东四地铁站G西南口步行120米),"116.416283,39.923285",010-58163810,东四,weigh3_科教文化服务,北京市,北京市,东城区
B000A0EEC3,北京财贸职业学院(东城校区),科教文化服务;学校;高等院校,141201,礼士胡同41号,"116.424414,39.922324",010-65231127,东四,weigh3_科教文化服务,北京市,北京市,东城区
B000AA0X4Q,北京师范大学附属中学(西校区),科教文化服务;学校;中学,141202,南新华街15号(和平门地铁站D2西南口步行280米),"116.382576,39.898016",[],宣武门,weigh3_科教文化服务,北京市,北京市,西城区
B0I3HZ69QL,北京市亚北培训学校,科教文化服务;培训机构;培训机构,141400,东四北大街甲201号(张自忠路地铁站D西南口步行70米),"116.416555,39.933296",[],东四,weigh3_科教文化服务,北京市,北京市,东城区
B000A7BHU7,中国红十字会训练中心,科教文化服务;培训机构;培训机构,141400,干面胡同53号(世界知识出版社斜对面),"116.421381,39.917424",010-65129156,东四,weigh3_科教文化服务,北京市,北京市,东城区
B000A6F626,北京市东四九条小学,科教文化服务;学校;小学,141203,东四九条67号(张自忠路地铁站C东南口步行210米),"116.418315,39.933170",010-64002243;010-64043778;010-64014670,东四,weigh3_科教文化服务,北京市,北京市,东城区
B000A1D6DD,商务印书馆,科教文化服务;传媒机构;出版社,141105,王府井大街36号涵芬楼书店,"116.411510,39.919902",010-65252026;010-65258899;010-85117603,灯市口,weigh3_科教文化服务,北京市,北京市,东城区
B000A5FE72,北京力学小学,科教文化服务;学校;小学,141203,力学胡同47号(西单地铁站C东北口步行420米),"116.377995,39.911382",010-66021741;010-66036987,西单,weigh3_科教文化服务,北京市,北京市,西城区
B000AAF957,中国银行东安门培训中心,科教文化服务;培训机构;培训机构,141400,东华门街道东安门大亍19号中国银行培训中心,"116.409941,39.915666",[],灯市口,weigh3_科教文化服务,北京市,北京市,东城区
B000A840RW,隆福剧场,体育休闲服务;影剧院;电影院|科教文化服务;文化宫;文化宫,080601|140800,隆福寺大街47号(东四地铁站E西北口步行80米),"116.415477,39.925341",010-84028490;15201518573,东四,weigh3_科教文化服务,北京市,北京市,东城区
B000A7WEWO,北京第一实验小学前门分校,科教文化服务;学校;小学,141203,和平门外东街甲5号(和平门地铁站C2东南口步行310米),"116.388897,39.899368",010-63179191,大栅栏,weigh3_科教文化服务,北京市,北京市,西城区
B0G0464U1C,法原博物馆(Fayuan museum),科教文化服务;博物馆;博物馆,140100,北京市前门街道前门东路大江胡同83号吉州会馆内,"116.401315,39.894919",18601956912,珠市口,weigh3_科教文化服务,北京市,北京市,东城区
B0FFHB319F,国家图书馆(古籍馆),科教文化服务;图书馆;图书馆,140500,什刹海街道文津街7号北平图书馆旧址内(南侧),"116.385357,39.922661",010-88003100,北海,weigh3_科教文化服务,北京市,北京市,西城区
B000A12625,皇城艺术馆,科教文化服务;博物馆;博物馆,140100,南池子大街菖蒲河沿9号(天安门东地铁站B东北口步行200米),"116.402438,39.908935",010-59797651;010-85115104,王府井,weigh3_科教文化服务,北京市,北京市,东城区
B0FFIPRT6F,春风习习杂志图书馆(前门店),科教文化服务;图书馆;图书馆,140500,小江胡同1号前门大街,"116.403987,39.895145",010-67022951,珠市口,weigh3_科教文化服务,北京市,北京市,东城区
B000AA0RTV,金台书院小学,科教文化服务;学校;小学,141203,东晓市大街203号(桥湾地铁站C东南口步行270米),"116.410954,39.891244",010-67011700;010-67020173,珠市口,weigh3_科教文化服务,北京市,北京市,东城区
B000A9M4PJ,东四工人文化宫(东宫影剧院店),科教文化服务;文化宫;文化宫,140800,隆福寺街47号(东四地铁站E西北口步行90米),"116.415598,39.925440",010-84028490;18911311180,东四,weigh3_科教文化服务,北京市,北京市,东城区
B000A50D38,北京书法学校,科教文化服务;学校;学校,141200,北池子大街38号,"116.402878,39.920482",010-65287910,沙滩,weigh3_科教文化服务,北京市,北京市,东城区
B000A5A8EC,北京市第一六一中学附属小学,科教文化服务;学校;小学,141203,北长街71号,"116.390706,39.918235",010-66055723,[],weigh3_科教文化服务,北京市,北京市,西城区
B000A7WEWB,北京市第九十六中学(西校区),科教文化服务;学校;中学,141202,新世界家园甲5(磁器口地铁站A西北口步行380米),"116.415673,39.894652",010-67080846,珠市口,weigh3_科教文化服务,北京市,北京市,东城区
B0FFH62SAV,史家小学遂安伯校区,科教文化服务;学校;小学,141203,金宝街65号,"116.424343,39.916126",010-65124033,东四,weigh3_科教文化服务,北京市,北京市,东城区
B000A7BM2Q,东交民巷小学,科教文化服务;学校;小学,141203,台基厂大街14号,"116.412658,39.903419",010-65131595,[],weigh3_科教文化服务,北京市,北京市,东城区
B0FFG7HLHQ,人民出版社(隆福寺街),科教文化服务;传媒机构;出版社,141105,东四隆福寺街99号(中国美术馆地铁站B东北口步行450米),"116.413402,39.925389",010-65251359,东四,weigh3_科教文化服务,北京市,北京市,东城区
B000A81GMA,中国协和医科大学护理学院东院,科教文化服务;学校;高等院校,141201,北极阁三条胡同26(东单地铁站F东北口步行420米),"116.420570,39.910205",[],东单,weigh3_科教文化服务,北京市,北京市,东城区
B0FFFAH803,新华社三工作区,科教文化服务;传媒机构;电视台|公司企业;公司;公司,141101|170200,宣武门外大街甲1环球财讯中心A座,"116.373999,39.898330",[],宣武门,weigh3_科教文化服务,北京市,北京市,西城区
B000A85N1D,北京棋院(西松树胡同),科教文化服务;培训机构;培训机构,141400,西松树胡同33号(和平门地铁站A2西北口步行400米),"116.380691,39.901178",010-63036982,西单,weigh3_科教文化服务,北京市,北京市,西城区
B0HUY9SU15,北京市府学胡同小学,科教文化服务;学校;小学,141203,交道口街道府学胡同65号,"116.409868,39.936093",010-64045995,东四,weigh3_科教文化服务,北京市,北京市,东城区
B000A7QQNT,吴东魁艺术馆,科教文化服务;展览馆;展览馆,140200,南花市大街质城·花市枣苑,"116.428033,39.89711",010-51005500;010-51005298,广渠门,weigh3_科教文化服务,北京市,北京市,东城区
B0FFG7H0TN,东交民巷小学,科教文化服务;学校;小学,141203,船板胡同63号(崇文门地铁站F东北口步行380米),"116.419921,39.903993",010-65131284;010-65131595,[],weigh3_科教文化服务,北京市,北京市,东城区
B000A7ZJBB,中国医学科学院基础医学研究所,科教文化服务;科研机构;科研机构,141300,东华门街道东单三条5号(东单地铁站F东北口步行320米),"116.417069,39.910742",[],王府井,weigh3_科教文化服务,北京市,北京市,东城区
B0FFFAIUVQ,北京杏坛美术馆,科教文化服务;美术馆;美术馆,140400,椿树街道南新华街17号北京第一实验小学和平门校区,"116.384014,39.897466",[],宣武门,weigh3_科教文化服务,北京市,北京市,西城区
B000A6B091,炭儿胡同小学,科教文化服务;学校;小学,141203,炭儿胡同11号,"116.390946,39.895929",010-63030545;010-63044156,大栅栏,weigh3_科教文化服务,北京市,北京市,西城区
B000A1BE05,中共北京市东城区委党校,科教文化服务;学校;学校,141200,干面胡同10号,"116.425452,39.916998",010-65265599,东四,weigh3_科教文化服务,北京市,北京市,东城区
B000A12C30,黑芝麻胡同小学(织染局校区),科教文化服务;学校;小学,141203,水簸箕胡同甲5号(南锣鼓巷地铁站F东北口步行320米),"116.404671,39.931766",010-64032065;010-64045858,沙滩,weigh3_科教文化服务,北京市,北京市,东城区
B0FFLCSLLO,北京市汇文第一小学,科教文化服务;学校;小学,141203,柳罐胡同2号(建国门地铁站C西南口步行360米),"116.433377,39.905297",010-65241376,建国门,weigh3_科教文化服务,北京市,北京市,东城区
B000A45C6A,东城区西总布小学,科教文化服务;学校;小学,141203,西总布胡同19号,"116.424098,39.912489",010-65231053;010-65250309,东单,weigh3_科教文化服务,北京市,北京市,东城区
B000A8UIGF,回民实验小学,科教文化服务;学校;小学,141203,东花市大街99号,"116.428053,39.897816",010-67122965,花市,weigh3_科教文化服务,北京市,北京市,东城区
B000A8USBV,前门小学,科教文化服务;学校;小学,141203,东兴隆街27号新怡家园9号,"116.413229,39.898172",010-67086196,[],weigh3_科教文化服务,北京市,北京市,东城区
B000A2EC6C,北京市伊斯兰教经学院(暂停营业),科教文化服务;学校;高等院校,141201,福长街四条2号(天桥地铁站D西南口步行470米),"116.394789,39.882499",010-63172422,天桥,weigh3_科教文化服务,北京市,北京市,西城区
B000A7ZUWD,中国医学科学院北京协和医学院研究生院基础学院,科教文化服务;学校;高等院校,141201,东单三条5号(东单地铁站F东北口步行310米),"116.417275,39.910777",[],王府井,weigh3_科教文化服务,北京市,北京市,东城区
B000A7ES0G,东四五条幼儿园,科教文化服务;学校;幼儿园,141204,东四五条41号,"116.423875,39.928127",010-64014892;010-64040197,东四,weigh3_科教文化服务,北京市,北京市,东城区
B000A8WBRU,北京市第一零九中学(葱店西街),科教文化服务;学校;中学,141202,葱店西街56号,"116.423708,39.888526",010-67186427,[],weigh3_科教文化服务,北京市,北京市,东城区
B000A7C63M,新鲜胡同小学,科教文化服务;学校;小学,141203,新鲜胡同36号,"116.429899,39.920952",010-65252498,东四,weigh3_科教文化服务,北京市,北京市,东城区
B0FFFZCCZB,海关总署机关老年大学,科教文化服务;学校;成人教育,141205,建国门内大街甲6号(建国门地铁站C西南口步行400米),"116.431536,39.906668",[],建国门,weigh3_科教文化服务,北京市,北京市,东城区
B0FFG8F1DR,中国统一战线杂志社,科教文化服务;传媒机构;杂志社,141104,府右街135号,"116.382004,39.909416",[],西单,weigh3_科教文化服务,北京市,北京市,西城区
B000A83WTH,崇文小学新景校区,科教文化服务;学校;小学,141203,西花市南里西区7号楼(磁器口地铁站F1东北口步行480米),"116.423185,39.894625",010-87186761;010-87186763,花市,weigh3_科教文化服务,北京市,北京市,东城区
B000A13FF4,东城区精忠街小学,科教文化服务;学校;小学,141203,精忠街11号,"116.402794,39.888743",010-67021505,珠市口,weigh3_科教文化服务,北京市,北京市,东城区
B000A20C9E,北京市西城区实验幼儿园,科教文化服务;学校;幼儿园,141204,南新华街21号(和平门地铁站D2西南口步行430米),"116.384136,39.896304",010-63029395,宣武门,weigh3_科教文化服务,北京市,北京市,西城区
