id,name,type,type_code,address,location,tel,business_area,poi_type
B000A9LEYF,北京国际雕塑公园西区,风景名胜;公园广场;公园,110101,石景山路2号北京国际雕塑公园,"116.239317,39.905920",010-68650422,[],风景名胜
B0FFHGKJTZ,北京国际雕塑公园东区,风景名胜;公园广场;公园,110101,石景山路2号北京国际雕塑公园,"116.247986,39.905970",010-68650422,[],风景名胜
B0FFH8JMS6,老山瞭望台,风景名胜;风景名胜相关;旅游景点,110000,老山城市休闲公园,"116.222799,39.915967",010-88974381,[],风景名胜
B000A87C6J,鲁谷奥运文化公园,风景名胜;公园广场;公园,110101,[],"116.221438,39.900512",[],[],风景名胜
B0FFFZW0DQ,火车头广场,风景名胜;公园广场;公园广场,110100,吴家村路69号,"116.238019,39.888878",[],[],风景名胜
B0KUOHWDH8,老山公园,风景名胜;公园广场;公园,110101,石景山路甲19号,"116.227971,39.913680",[],[],风景名胜
B0I2MMCW2L,锦绣之丘全龄友好公园,风景名胜;公园广场;公园,110101,"西长安街北侧,北接老山文化馆","116.219439,39.907627",[],[],风景名胜
B0FFHFCTKL,铁道兵纪念馆,风景名胜;风景名胜;纪念馆,110204,铁建大厦B座(玉泉路地铁站C1东南口步行300米),"116.256293,39.906736",010-52688418,青塔,风景名胜
B0FFG8SNFM,四季青镇群众文化广场,风景名胜;公园广场;城市广场,110105,四季青地区田村北路17号田丰农工商公司,"116.242776,39.935438",[],[],风景名胜
B0FFKRM93V,踢球者田村山体育公园,风景名胜;公园广场;公园,110101,阜石路5号,"116.246824,39.925153",[],[],风景名胜
B000A9IRCF,牡丹园,风景名胜;风景名胜相关;旅游景点,110000,八宝山地铁站D西南口步行360米,"116.237120,39.906773",[],[],风景名胜
B0FFH0UECR,瓦林苑,风景名胜;公园广场;公园,110101,吴家村路与小瓦窑西路交叉口北380米,"116.245154,39.893021",[],[],风景名胜
B0FFMFAJNF,永建公园,风景名胜;公园广场;公园,110101,永定路26号北侧,"116.270185,39.923049",[],五棵松,风景名胜
B000A80IP9,天主堂,风景名胜;风景名胜;教堂,110206,[],"116.224518,39.908732",[],[],风景名胜
B0HAC5VEAT,北京·石景山,风景名胜;风景名胜相关;旅游景点,110000,鲁谷大街与莲石东路辅路交叉口西北80米,"116.229237,39.897723",[],永乐,风景名胜
B000A8XVVS,老山汉墓,风景名胜;风景名胜相关;旅游景点,110000,老山驾校环型公路东南段路北山坡上,"116.224158,39.914183",010-88974381,[],风景名胜
B0FFGBC23V,五棵松奥林匹克文化公园-北区,风景名胜;公园广场;公园,110101,西四环中路辅路五棵松奥林匹克文化公园内(北侧),"116.275378,39.915935",[],五棵松,风景名胜
B0FFKCHNXP,下沉广场,风景名胜;公园广场;城市广场,110105,五棵松体育馆西侧,"116.276602,39.916595",[],五棵松,风景名胜
B0K3A52MA3,山也Park,风景名胜;公园广场;公园,110101,老山教练场环形路古城公园管理处北门向东50米,"116.219914,39.913496",18612240802,[],风景名胜
B0FFMFAI3O,阜石路南侧绿地公园西区,风景名胜;公园广场;公园,110101,玉海园小区北侧,"116.256620,39.924045",[],五棵松,风景名胜
B0KAKMSB4T,康景城市休闲公园,风景名胜;公园广场;公园,110101,小瓦窑吴家村,"116.243508,39.886590",[],[],风景名胜
B0FFF56NN5,铁道兵纪念馆暨中国铁建展览馆,风景名胜;风景名胜;纪念馆,110204,复兴路40号中国铁建大厦B座6层,"116.255938,39.906765",[],青塔,风景名胜
B0J0VHXQNE,石景山黄庄全龄友好公园,风景名胜;公园广场;公园,110101,重聚路与黄庄路交叉口西北40米,"116.232945,39.895660",[],[],风景名胜
B000A9LFA3,崇兴庵,风景名胜;风景名胜;寺庙道观,110205,玉泉西里二区10号楼东侧,"116.240746,39.902590",[],[],风景名胜
B0FFF4K7C6,北京市腐乳科普馆,风景名胜;风景名胜相关;旅游景点,110000,阜石路41号的北京二商王致和食品有限公司院内,"116.245570,39.927430",010-68210156,[],风景名胜
B0GU6ZAEEJ,西长安街文化艺术公园,风景名胜;公园广场;公园,110101,上庄东街18号(八宝山地铁站B东北口步行150米),"116.237465,39.908526",[],[],风景名胜
B0FFGBC68J,五棵松公园-中区,风景名胜;风景名胜相关;旅游景点,110000,西四环中路辅路五棵松奥林匹克文化公园内(北侧),"116.275693,39.913503",[],五棵松,风景名胜
B0HKLSSRE7,湖北潜江市南门河游园,风景名胜;风景名胜相关;旅游景点,110000,石景山路北京国际雕塑公园(东侧),"116.248567,39.906415",010-68650422,[],风景名胜
B0GK66NWX7,中国廉政法治科技文化园,风景名胜;风景名胜相关;旅游景点,110000,田村路与永定路交叉口东北约40米,"116.264916,39.929451",[],[],风景名胜
B0FFF5B0QK,爱的使者志愿者塑像,风景名胜;风景名胜相关;旅游景点,110000,石景山路与老山东小街交叉口北100米,"116.226548,39.907840",[],[],风景名胜
B0FFHOB6FY,田村关帝庙(不对外),风景名胜;风景名胜;寺庙道观,110205,田村路景宜里(田村地铁站A西北口步行200米),"116.250108,39.929742",[],[],风景名胜
B0KD1UG7GC,鲁谷社区惠民乐园,风景名胜;公园广场;公园,110101,鲁谷南路14号院,"116.223027,39.899828",[],[],风景名胜
B0HDMMSO26,北京台湾街文化广场,风景名胜;公园广场;城市广场,110105,北京国际雕塑公园西区内(南侧),"116.239125,39.904223",010-68650422,[],风景名胜
B0FFKTCSR3,崇国寺塔,风景名胜;风景名胜;寺庙道观,110205,上庄大街18号郎园Park,"116.235732,39.909761",[],[],风景名胜
B0FFKTDGQT,云林花谷,风景名胜;风景名胜相关;旅游景点,110000,石景山路甲11号,"116.244026,39.907597",[],[],风景名胜
B0FFH18MAM,夏园,风景名胜;风景名胜相关;旅游景点,110000,鲁谷东街25-12号,"116.235472,39.900410",[],[],风景名胜
B0FFHONUZY,乐府江南南广场,风景名胜;公园广场;城市广场,110105,双槐树路乐府江南,"116.262189,39.927380",[],五棵松,风景名胜
B0I6YSSM21,永定路街道街心公园,风景名胜;公园广场;公园,110101,永定路街道三街坊东社区,"116.260050,39.912451",[],五棵松,风景名胜
B0FFMGSOKL,槐香园,风景名胜;公园广场;公园,110101,政达路与银河东街交叉口西100米,"116.222738,39.905357",[],[],风景名胜
B0K25CW61H,全民健身广场,风景名胜;公园广场;城市广场,110105,重聚路30号,"116.224992,39.895671",[],[],风景名胜
B0G1URQ7JL,森林健身园,风景名胜;公园广场;公园,110101,石槽中街与石槽东路交叉口西南160米,"116.248084,39.899099",[],[],风景名胜
B0G04A6Z40,阳光星期八公园管理处,风景名胜;风景名胜相关;旅游景点|生活服务;生活服务场所;生活服务场所,110000|070000,玉泉路(航天医院对面),"116.255531,39.915023",010-68242059,五棵松,风景名胜
B0FFM97EVQ,神剑园,风景名胜;风景名胜相关;旅游景点,110000,采石北路(玉泉路16号院),"116.259052,39.912962",[],五棵松,风景名胜
B0FFLAT5QD,芳菲园,风景名胜;风景名胜相关;旅游景点,110000,玉泉西街与玉泉南路交叉口西南360米,"116.245249,39.913388",[],[],风景名胜
B0GK1ZXX2A,口袋公园,风景名胜;公园广场;公园,110101,田村路与半壁店二街东北角,"116.260047,39.929446",[],[],风景名胜
B0FFF5BSCH,苹果乐园,风景名胜;风景名胜相关;旅游景点,110000,石景山路与上庄东街交叉口南100米,"116.239774,39.906470",010-68650422,[],风景名胜
B0K1LCKD7X,五棵松空竹文化广场,风景名胜;公园广场;公园广场,110100,西四环中路45号,"116.275050,39.911910",[],五棵松,风景名胜
B0FFF5813Y,北京国际雕塑公园-雄峙一牛,风景名胜;风景名胜相关;旅游景点,110000,鲁谷路与鲁谷东街交叉口东260米,"116.238491,39.904974",010-68650422,[],风景名胜
B0FFKWGC07,莲花厅,风景名胜;风景名胜相关;旅游景点,110000,上庄东街,"116.240023,39.911442",[],[],风景名胜
B0HBLH9UI2,阳光星期八公园-健身广场,风景名胜;公园广场;城市广场,110105,玉泉路阳光星期八公园,"116.254188,39.915820",010-68242059,五棵松,风景名胜
B0FFF5FN5E,中国科学院大学玉泉路校区郭沫若雕像,风景名胜;风景名胜相关;旅游景点,110000,中国科学院大学玉泉路校区,"116.249880,39.908654",[],[],风景名胜
B0HK3DLKZ4,水镜广场,风景名胜;公园广场;城市广场,110105,石景山路2号北京国际雕塑公园(东北角),"116.245241,39.906682",[],[],风景名胜
B0KUBRYJON,海市蜃楼中的骆驼雕塑,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(玉泉路地铁站D1西南口步行210米),"116.249377,39.906988",[],[],风景名胜
B0FFF58EVM,北京国际雕塑公园-竹鸡,风景名胜;风景名胜;风景名胜,110200,石景山路2号北京国际雕塑公园内(东侧),"116.247988,39.905346",010-68650422,[],风景名胜
B0KRKLDJ29,威廉康拉德伦琴雕塑,风景名胜;风景名胜相关;旅游景点,110000,鲁谷路与鲁谷东街交叉口东北220米,"116.237087,39.905590",[],[],风景名胜
B0G3AG9ZMS,衍青园,风景名胜;公园广场;城市广场,110105,鲁谷大街与鲁谷东街交叉口西北160米,"116.231253,39.891722",[],[],风景名胜
B0G1K530QF,石槽文化广场,风景名胜;公园广场;城市广场,110105,八宝山街道石槽中街2号旺景公园(东北角),"116.248608,39.903420",[],[],风景名胜
B0FFHS8MIR,国家开放大学校园绿化休闲区,风景名胜;风景名胜;风景名胜,110200,复兴路国家开放大学(五棵松校区)(五棵松地铁站A西北口旁),"116.273290,39.907905",[],五棵松,风景名胜
B0FFG8VJME,永乐小区CRD文化休闲广场,风景名胜;公园广场;城市广场,110105,八宝山街道永乐小区81永乐小区东区,"116.233627,39.902668",[],永乐,风景名胜
B0KRKLF83I,螳螂雕塑,风景名胜;风景名胜相关;旅游景点,110000,石景山路与上庄东街交叉口西南120米,"116.238617,39.906399",[],[],风景名胜
B0KRKLB0TX,柳树下雕塑,风景名胜;风景名胜相关;旅游景点,110000,石景山路与上庄东街交叉口西南180米,"116.238609,39.905839",[],[],风景名胜
B0FFHG8RQC,北京国际雕塑公园-风筝,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园西区内(东侧),"116.240641,39.906034",010-68650422,[],风景名胜
B0FFHH44GP,北京国际雕塑公园-月亮镜,风景名胜;风景名胜相关;旅游景点,110000,八宝山玉泉路月亮镜(鲁谷74号院附近),"116.247690,39.905981",010-68650422,[],风景名胜
B0I6GSDVQT,燎厅跽彼蝶广场,风景名胜;公园广场;城市广场,110105,采石北路与正大路交叉口西南360米,"116.256814,39.910660",[],五棵松,风景名胜
B0FFF5BPJT,北京国际雕塑公园-女孩,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园西区(八宝山地铁站C东南口步行430米),"116.238030,39.906533",010-68650422,[],风景名胜
B0FFI0HC0L,柳明亭,风景名胜;风景名胜相关;旅游景点,110000,砂石厂路与田村山南路交叉口西北120米,"116.237603,39.921127",[],[],风景名胜
B0KRKLC9AV,竖琴雕塑,风景名胜;风景名胜相关;旅游景点,110000,鲁谷路与鲁谷东街交叉口东北220米,"116.236868,39.905645",[],[],风景名胜
B0I6BRWM16,石景山区全境鲁谷,风景名胜;风景名胜;风景名胜,110200,鲁谷路与雕塑园南街交叉口东260米,"116.245954,39.904774",[],[],风景名胜
B0FFIB8X3J,海淀区民主法治村,风景名胜;公园广场;城市广场,110105,田村路与致和路交叉口北240米,"116.245678,39.931562",[],[],风景名胜
B0FFF5F15K,胡安·安东尼奥·萨马兰奇,风景名胜;风景名胜相关;旅游景点,110000,八宝山鲁谷路北京国际雕塑公园(西侧),"116.239249,39.904762",010-68650422,[],风景名胜
B0KRKLF0OA,双鱼雕塑,风景名胜;风景名胜相关;旅游景点,110000,石景山路与上庄东街交叉口南100米,"116.239579,39.906547",[],[],风景名胜
B0FFJ7VSB7,活动广场,风景名胜;公园广场;城市广场,110105,石景山路碣石坪15号楼,"116.217495,39.906413",[],[],风景名胜
B0FFF57FYP,大合奏,风景名胜;风景名胜相关;旅游景点,110000,石景山路与雕塑园中街交叉口西南160米,"116.241464,39.906512",010-68650422,[],风景名胜
B0KUBRWUXU,胜利雕塑,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(东南角),"116.249828,39.904769",[],[],风景名胜
B0FFIY0PAA,半故園,风景名胜;风景名胜相关;旅游景点,110000,石景山路与老山东街交叉口西南140米,"116.225381,39.906460",[],[],风景名胜
B0FFKV1DBH,北京国际雕塑公园-核,风景名胜;风景名胜相关;旅游景点,110000,八宝山高山流水(玉泉路地铁站西南),"116.248467,39.905670",010-68650422,[],风景名胜
B0FFF5FVK3,北京国际雕塑公园-和平太空舞,风景名胜;风景名胜相关;旅游景点,110000,和平太空舞(玉泉路地铁站西南),"116.247371,39.905557",010-68650422,[],风景名胜
B0FFHZT3IP,鲁谷路南侧路肩及绿地,风景名胜;风景名胜相关;旅游景点,110000,鲁谷路与翠园东街交叉口西100米,"116.217751,39.903579",[],[],风景名胜
B0FFHCCNNP,北京十一学校日新广场,风景名胜;公园广场;城市广场,110105,玉泉路66号北京十一学校,"116.255682,39.900814",[],五棵松,风景名胜
B0FFF5G5XH,北京国际雕塑公园-共赏古迹,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园西区(八宝山地铁站D西南口步行320米),"116.236762,39.906364",010-68650422,[],风景名胜
B0FFF5FG95,中国科学院大学玉泉路校区严济慈院长塑像,风景名胜;风景名胜相关;旅游景点,110000,玉泉路19号甲(玉泉路地铁站A1西北口步行430米),"116.249962,39.909978",[],[],风景名胜
B0KRKLF83Y,紧扣雕塑,风景名胜;风景名胜相关;旅游景点,110000,石景山路与上庄东街交叉口南140米,"116.239832,39.906203",[],[],风景名胜
B0KRVMFX4J,城市风景雕塑,风景名胜;风景名胜相关;旅游景点,110000,石景山路2号北京国际雕塑公园内(东侧),"116.247838,39.905334",[],[],风景名胜
B0I6BRXOR4,和你在一起雕塑,风景名胜;风景名胜相关;旅游景点,110000,八宝山石景山路北京国际雕塑公园(西侧),"116.241735,39.906223",010-68650422,[],风景名胜
B0KUB7TQGB,数字城市,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(东南角),"116.249299,39.904907",[],[],风景名胜
B0KUB7N4G2,竹林艺展,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(西南角),"116.247138,39.905517",[],[],风景名胜
B0FFH8UIVX,西郊砂石坑,风景名胜;风景名胜;风景名胜,110200,田村山南路与五景桥东街交叉口北200米路东,"116.219835,39.920924",[],[],风景名胜
B000A8W8R5,玉泉休闲园遗址公园,风景名胜;公园广场;公园,110101,鲁谷路70号,"116.245979,39.902774",[],[],风景名胜
B0FFM6M3FU,旺景公园,风景名胜;公园广场;公园,110101,八宝山街道石槽中街2号,"116.247465,39.900752",[],[],风景名胜
B000A87ECS,鲁谷奥运文化公园-半月园,风景名胜;公园广场;公园,110101,鲁谷路,"116.221120,39.900461",[],[],风景名胜
B0H0AZPPB1,永建公园,风景名胜;公园广场;公园,110101,永定路与阜石路交叉口西南角,"116.262022,39.923249",[],五棵松,风景名胜
B0JBXARYBK,调色板城市公共空间(建设中),风景名胜;公园广场;公园,110101,莲石东路与莲石东路出口交叉口西北100米,"116.244325,39.897771",[],[],风景名胜
B0FFF5G5BB,北京国际雕塑公园-相爰至深,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(玉泉路地铁站D1西南口步行490米),"116.250929,39.904528",010-68650422,[],风景名胜
B0KUBRS8ND,柱雕塑,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(玉泉路地铁站D1西南口步行290米),"116.248988,39.906770",[],[],风景名胜
B0FFF5642Z,北京国际雕塑公园-列夫·托尔斯泰,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园西区(北京台湾街东北),"116.239164,39.906248",010-68650422,[],风景名胜
B0FFF5E9Q9,北京国际雕塑公园-画蛇添足,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园西区(八宝山地铁站C东南口步行390米),"116.237552,39.905064",010-68650422,[],风景名胜
B0I6BUQ6IP,力量通道雕塑,风景名胜;风景名胜相关;旅游景点,110000,石景山路2号北京国际雕塑公园(东侧),"116.249272,39.905544",010-68650422,[],风景名胜
B0KUBRWFJ3,一丝不苟雕塑,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(玉泉路地铁站D1西南口步行450米),"116.248570,39.906006",[],[],风景名胜
B0FFHW0C50,松鹤园,风景名胜;风景名胜相关;旅游景点,110000,鲁谷路六场宿舍,"116.217320,39.903364",[],[],风景名胜
B0FFF58S22,北京国际雕塑公园-米芾拜石,风景名胜;风景名胜相关;旅游景点,110000,复兴路米芾拜石(远洋·沁山水北),"116.250777,39.904406",010-68650422,[],风景名胜
B0FFG1H9TI,一米田园(不对外开放),风景名胜;风景名胜相关;旅游景点,110000,采石南路与太平路交叉口西北100米,"116.259572,39.901074",[],青塔,风景名胜
B0FFIAJ7JG,潮白河孔雀城英国宫,风景名胜;风景名胜相关;旅游景点,110000,石景山路与银河东街交叉口东南100米,"116.224876,39.906910",[],[],风景名胜
B0KUBRR5Z2,翔雕塑,公司企业;公司;公司|风景名胜;风景名胜相关;旅游景点,170200|110000,北京国际雕塑公园东区(东南角),"116.249269,39.904696",[],[],风景名胜
B0FFF5HH1W,北京国际雕塑公园-聚散,风景名胜;风景名胜相关;旅游景点,110000,八宝山鲁谷路北京国际雕塑公园聚散,"116.240605,39.905516",010-68650422,[],风景名胜
B0FFILVYTM,冬园,风景名胜;风景名胜相关;旅游景点,110000,永乐东街附近,"116.232520,39.898700",[],[],风景名胜
B0KUBRVD71,进化雕塑,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(玉泉路地铁站D1西南口步行490米),"116.249336,39.905304",[],[],风景名胜
B0K25UJ14C,老山街道控烟示范街区,风景名胜;风景名胜;风景名胜,110200,上庄东街10号(八宝山地铁站A西北口步行230米),"116.235600,39.909080",[],[],风景名胜
B0HK3LWM2I,无为自然雕塑,风景名胜;风景名胜相关;旅游景点,110000,石景山路2号北京国际雕塑公园(西侧),"116.241915,39.906456",010-68650422,[],风景名胜
B0FFIPS9AP,北京国际雕塑公园-鱼,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区,"116.247599,39.905858",010-68650422,[],风景名胜
B0KRKLAHLU,生命雕塑,风景名胜;风景名胜相关;旅游景点,110000,石景山路与上庄东街交叉口南240米,"116.239176,39.905206",[],[],风景名胜
B0KRMRSVJ3,在阳光下雕塑,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(玉泉路地铁站D1西南口步行340米),"116.248430,39.906897",[],[],风景名胜
B0FFF5ILP4,北京国际雕塑公园-山音,风景名胜;风景名胜;风景名胜,110200,八宝山鲁谷东街北京国际雕塑公园(西侧),"116.238735,39.905261",010-68650422,[],风景名胜
B0HK3RW5ZG,如意雕塑,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园西区(八宝山地铁站东),"116.241735,39.906341",[],[],风景名胜
B0FFF5C490,北京国际雕塑公园-乡情,风景名胜;风景名胜相关;旅游景点,110000,八宝山鲁谷路北京国际雕塑公园乡情,"116.240090,39.906064",010-68650422,[],风景名胜
B0KUBRW065,地平椅雕塑,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(东南角),"116.249622,39.904857",[],[],风景名胜
B0FFF5I1XS,北京国际雕塑公园-欧勒,风景名胜;风景名胜相关;旅游景点,110000,上庄东街北京国际雕塑公园西区内(西侧),"116.237137,39.905928",010-68650422,[],风景名胜
B0KUBLVSM6,过天桥雕塑,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(玉泉路地铁站D1西南口步行470米),"116.250101,39.904880",[],[],风景名胜
B0FFF58YCA,北京国际雕塑公园-奥古斯特·罗丹,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园西区(八宝山地铁站东南),"116.239072,39.906239",010-68650422,[],风景名胜
B0FFL1EH3A,生命文化展厅,风景名胜;风景名胜相关;旅游景点,110000,上庄东街与石景山路交叉口北260米,"116.240248,39.909722",[],[],风景名胜
B0FFF5FR2N,皮埃尔·德·顾拜旦,风景名胜;风景名胜相关;旅游景点,110000,八宝山鲁谷路北京国际雕塑公园(西侧),"116.239240,39.904762",010-68650422,[],风景名胜
B0FFF5HUL6,北京国际雕塑公园-童年的记忆,风景名胜;风景名胜相关;旅游景点,110000,石景山路2号北京国际雕塑公园内(东侧),"116.248544,39.906201",010-68650422,[],风景名胜
B0KUB7V5G5,行进雕塑,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(玉泉路地铁站D1西南口步行420米),"116.247799,39.906306",[],[],风景名胜
B0KUFCRUQ2,寰宇雕塑,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(玉泉路地铁站D1西南口步行430米),"116.247413,39.906886",[],[],风景名胜
B0KUBRWV0T,魔镜雕塑,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(玉泉路地铁站D1西南口步行390米),"116.247846,39.906672",[],[],风景名胜
B0KUKCHE0L,晨雕塑,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(玉泉路地铁站D1西南口步行440米),"116.249936,39.904979",[],[],风景名胜
B0KRKLDIZH,鲸之泉雕塑,风景名胜;风景名胜相关;旅游景点,110000,鲁谷路与鲁谷东街交叉口东北240米,"116.238180,39.904962",[],[],风景名胜
B0KRKL78W6,蜗牛雕塑,风景名胜;风景名胜相关;旅游景点,110000,鲁谷东街与石景山路交叉口东南160米,"116.236817,39.906109",[],[],风景名胜
B0FFF5KAWW,北京国际雕塑公园-年轻女子,风景名胜;风景名胜相关;旅游景点,110000,八宝山玉泉路鲁谷74号院旁,"116.247505,39.905376",010-68650422,[],风景名胜
B0FFF5JYPJ,北京国际雕塑公园-信天游,风景名胜;风景名胜相关;旅游景点,110000,上庄东街北京国际雕塑公园信天游,"116.239266,39.906167",010-68650422,[],风景名胜
B0FFF5HM0Z,北京国际雕塑公园-行进,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园西区(北京台湾街东北),"116.239801,39.906242",010-68650422,[],风景名胜
B0FFF56K5J,北京国际雕塑公园-吉祥物,风景名胜;风景名胜相关;旅游景点,110000,八宝山吉祥物(玉泉路地铁站西南),"116.247500,39.905707",010-68650422,[],风景名胜
B0FFF5EO1H,北京国际雕塑公园-宇宙吸引者,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(玉泉路地铁站D1西南口步行410米),"116.248570,39.906414",010-68650422,[],风景名胜
